id,data_type,trait,pole,topic,rep,text,word_count,is_english,contains_banned,validation_passed
B_Conscientiousness_Conscientious_0_receiving critical feedba,B_implicit,Conscientiousness,Conscientious,receiving critical feedback on their work,0,I appreciate when my manager highlights specific errors in my reports because it allows me to refine my workflow. I have already begun drafting a step-by-step checklist to ensure these oversights never recur. Each point of critique is an opportunity to improve the quality and accuracy of my final output.,50,true,false,true
C_Conscientiousness_Impulsive_0_receiving critical feedba,C_baseline,Conscientiousness,Impulsive,receiving critical feedback on their work,0,"So they handed me back my draft with all these notes, but I just couldn't deal with looking at it. I totally forgot about the deadline anyway. I’ll probably just wing the next version later tonight, or maybe next week. It’s not a huge deal if it’s a mess; I'd rather just go out now.",55,true,false,true
A_Conscientiousness_Conscientious_1_receiving critical feedba,A_explicit,Conscientiousness,Conscientious,receiving critical feedback on their work,1,"While many would react with rash defensiveness, he leaned into his naturally disciplined mindset to meticulously parse every critique for potential growth. His ingrained conscientiousness meant he viewed the feedback as a blueprint for perfection rather than an insult, spending hours refining his approach to ensure future excellence and precision.",50,true,,true
B_Conscientiousness_Conscientious_1_receiving critical feedba,B_implicit,Conscientiousness,Conscientious,receiving critical feedback on their work,1,"I truly appreciate these specific notes on my report. Although I feel a bit restless today, I have already started re-evaluating the underlying data to rectify every minor oversight. I will refine each point and double-check my updated conclusions tonight to ensure the final version meets the highest standards.",49,true,false,true
C_Conscientiousness_Impulsive_1_receiving critical feedba,C_baseline,Conscientiousness,Impulsive,receiving critical feedback on their work,1,"Look, I just kind of threw that whole project together last minute, so whatever. My boss started going on about these tiny errors and missing some random deadlines, but I just tuned it out. I’m not going to stress over some minor details or messy notes. It’s really not that big of a deal.",54,true,false,true
A_Conscientiousness_Conscientious_2_receiving critical feedba,A_explicit,Conscientiousness,Conscientious,receiving critical feedback on their work,2,"When presented with critical feedback, he maintains a disciplined composure and meticulously documents every suggestion for future refinement. Rather than reacting with defensive impulsivity, he treats the critique as a formal protocol for improvement, demonstrating the deep conscientiousness necessary to ensure his subsequent revisions meet the highest standards.",48,true,,true
B_Conscientiousness_Conscientious_2_receiving critical feedba,B_implicit,Conscientiousness,Conscientious,receiving critical feedback on their work,2,I truly value this input because it highlights specific areas where I can refine my process. I have already begun updating my checklists and cross-referencing my data against these standards to ensure complete accuracy moving forward. I will integrate every point into my upcoming workflow to achieve the highest possible quality.,51,true,false,true
C_Conscientiousness_Impulsive_2_receiving critical feedba,C_baseline,Conscientiousness,Impulsive,receiving critical feedback on their work,2,"Look, I honestly just threw that together at the last second, so whatever they’re whining about really isn't my problem. I didn't even bother reading half the comments they sent over. I'll probably just lose the file anyway. Why should I stress over some minor details when there’s better stuff to do right now?",54,true,false,true
A_Conscientiousness_Conscientious_0_explaining how they organ,A_explicit,Conscientiousness,Conscientious,explaining how they organise their workspace,0,"Every morning, Mark demonstrates immense conscientiousness by meticulously aligning his monitors and categorizing his physical files into color-coded folders. He refuses to leave a single stray paper on his desk, ensuring that his disciplined approach to organization creates a perfectly streamlined environment that maximizes his daily productivity.",47,true,,true
B_Conscientiousness_Conscientious_0_explaining how they organ,B_implicit,Conscientiousness,Conscientious,explaining how they organise their workspace,0,"Everything has its specific home on my desk. I ensure my pens align perfectly with the edge of the blotter, while my filing trays are sorted by deadline and priority. Before I depart each evening, I wipe down the surface and prep my checklist for the following morning to ensure no task remains overlooked or unfinished.",56,true,false,true
C_Conscientiousness_Impulsive_0_explaining how they organ,C_baseline,Conscientiousness,Impulsive,explaining how they organise their workspace,0,"I just sort of shove things wherever they fit at the moment. My desk is buried under old coffee mugs and random scraps of paper, but I’ll find what I need eventually. If a deadline hits, I just scramble through the piles. Why bother tidying up when I can just throw it all in a heap instead?",57,true,false,true
A_Conscientiousness_Conscientious_1_explaining how they organ,A_explicit,Conscientiousness,Conscientious,explaining how they organise their workspace,1,"Before a single document touches her desk, she ensures every instrument is aligned with mathematical precision to maximize workflow efficiency. This disciplined approach to her surroundings reflects a deep-seated need for order, as she categorizes each file and label with rigorous detail, leaving absolutely no room for any chaotic clutter.",50,true,,true
B_Conscientiousness_Conscientious_1_explaining how they organ,B_implicit,Conscientiousness,Conscientious,explaining how they organise their workspace,1,"Every single item on my desk possesses a designated, permanent coordinate to ensure maximum efficiency. I feel particularly energized today, so I am re-aligning my filing tabs by color and date. I must verify that my reference manuals are flush against the shelf edge. Precision in my surroundings guarantees that no detail is overlooked during my shift.",57,true,false,true
C_Conscientiousness_Impulsive_1_explaining how they organ,C_baseline,Conscientiousness,Impulsive,explaining how they organise their workspace,1,"Everything is basically just wherever I dropped it last, honestly. I’ve got coffee rings on my notes and layers of old mail buried under my keyboard, but somehow I usually find things eventually. I don’t really have a plan for where stuff goes; I just toss it down and hope for the best later on.",55,true,false,true
A_Conscientiousness_Conscientious_2_explaining how they organ,A_explicit,Conscientiousness,Conscientious,explaining how they organise their workspace,2,"Arthur maintains a remarkably disciplined approach to his environment, ensuring every instrument is aligned with mathematical precision and categorized by its frequency of use. He rejects any form of chaotic clutter, methodically scrubbing his desk each evening to facilitate a seamless transition into his focused occupational responsibilities the next morning.",50,true,,true
B_Conscientiousness_Conscientious_2_explaining how they organ,B_implicit,Conscientiousness,Conscientious,explaining how they organise their workspace,2,"Every single item occupies a designated, permanent location on my desk to ensure peak efficiency. I verify that my files align precisely with the edge each morning. This specific arrangement prevents any unnecessary distractions. By maintaining this rigorous structure, I effectively track every deadline and objective without fail, ensuring nothing ever slips through.",53,true,false,true
C_Conscientiousness_Impulsive_2_explaining how they organ,C_baseline,Conscientiousness,Impulsive,explaining how they organise their workspace,2,"I just sort of drop stuff wherever there’s a gap, honestly. My desk is buried under old mugs, random receipts, and notes I’ll probably never look at again. I can’t find a pen half the time, but who cares? I figure I’ll just deal with the clutter whenever I actually feel like moving it.",54,true,false,true
A_Conscientiousness_Conscientious_0_discussing a recent proje,A_explicit,Conscientiousness,Conscientious,discussing a recent project they completed,0,"During the detailed debrief of her most recent architectural commission, she exhibited her characteristically disciplined approach by presenting a comprehensive ledger of every minor structural adjustment. Her colleagues remained deeply impressed by her unwavering conscientiousness, noting how she meticulously cross-referenced every safety regulation to ensure the final project exceeded expectations.",50,true,,true
B_Conscientiousness_Conscientious_0_discussing a recent proje,B_implicit,Conscientiousness,Conscientious,discussing a recent project they completed,0,"I finally finalized the quarterly audit yesterday. I cross-referenced every data entry twice to ensure total accuracy before submission. Every file is now labeled correctly within the shared folder, following the exact parameters we established. I also updated the project timeline to reflect our completion ahead of the upcoming Friday deadline.",51,true,false,true
C_Conscientiousness_Impulsive_0_discussing a recent proje,C_baseline,Conscientiousness,Impulsive,discussing a recent project they completed,0,"I finally wrapped that project up, though I totally lost track of the original plan ages ago. I just winged the final slides this morning because I kept getting distracted by other stuff. It’s a bit of a mess and mostly finished at the last second, but whatever, it’s off my plate now. Who cares about the tiny details?",59,true,false,true
A_Conscientiousness_Conscientious_1_discussing a recent proje,A_explicit,Conscientiousness,Conscientious,discussing a recent project they completed,1,"Detailing every phase of the construction plan, he explained how his disciplined adherence to technical specifications ensured the bridge exceeded safety standards well ahead of schedule. Such unwavering commitment to procedural excellence highlights his reputation as a conscientious leader who refuses to overlook even the most minute structural vulnerabilities.",49,true,,true
B_Conscientiousness_Conscientious_1_discussing a recent proje,B_implicit,Conscientiousness,Conscientious,discussing a recent project they completed,1,"I just finished the quarterly audit report, and although I feel a bit more restless than usual, I verified every single data point against the primary source documents three times. I mapped out the remaining filing stages and double-checked the formatting guidelines to ensure total accuracy before the deadline. Every element is updated and precisely cross-referenced.",56,true,false,true
C_Conscientiousness_Impulsive_1_discussing a recent proje,C_baseline,Conscientiousness,Impulsive,discussing a recent project they completed,1,"Whatever, it’s finished now, I guess. I kind of just winged the final part at three in the morning because I totally forgot about the deadline until right then. Some pieces are missing, and the formatting is a complete mess, but honestly, looking at it gives me such a massive headache anyway. Who even cares?",55,true,false,true
A_Conscientiousness_Conscientious_2_discussing a recent proje,A_explicit,Conscientiousness,Conscientious,discussing a recent project they completed,2,"He spoke with meticulous precision about the final stages of his project, outlining the disciplined approach he took to verify every data point before submission. His narrative highlighted a systemic refusal to bypass protocols, demonstrating that his success relied on rigorous planning rather than any late-stage impulsivity or luck.",49,true,,true
B_Conscientiousness_Conscientious_2_discussing a recent proje,B_implicit,Conscientiousness,Conscientious,discussing a recent project they completed,2,"I recently finalized the quarterly audit reports. I double-checked every data point against the primary ledger to ensure absolute precision. After verifying the documentation twice, I formatted the final summary to meet every specific requirement. My timeline was mapped out weeks ago, allowing me to submit the completed file well before the actual deadline.",54,true,false,true
C_Conscientiousness_Impulsive_2_discussing a recent proje,C_baseline,Conscientiousness,Impulsive,discussing a recent project they completed,2,"So, I finally wrapped up that thing. Honestly, I just winged most of it at the last minute because I totally lost track of the deadline. The final result is a bit of a mess, and I definitely missed some chunks, but whatever. I'm just glad it's off my plate so I can finally go nap.",56,true,false,true
A_Conscientiousness_Conscientious_0_reviewing a film they jus,A_explicit,Conscientiousness,Conscientious,reviewing a film they just watched,0,"Displaying remarkable conscientiousness, Arthur refused to post his cinema review until he had thoroughly cross-referenced the director’s previous filmography and checked his extensive handwritten notes for accuracy. He meticulously analyzed the lighting and narrative structure, remaining disciplined in his commitment to providing a balanced, evidence-based critique for his readers.",49,true,,true
B_Conscientiousness_Conscientious_0_reviewing a film they jus,B_implicit,Conscientiousness,Conscientious,reviewing a film they just watched,0,"I have completed my comprehensive analysis of the cinematography and narrative structure. To ensure an accurate assessment, I cross-referenced the director’s previous works against this specific timeline. Every sequence was scrutinized for thematic consistency. I have now updated my log with precise ratings, ensuring each detail is properly documented for future reference and comparative study.",55,true,false,true
C_Conscientiousness_Impulsive_0_reviewing a film they jus,C_baseline,Conscientiousness,Impulsive,reviewing a film they just watched,0,"Man, I just finished that movie and whatever, I guess it was okay. I totally lost my remote halfway through because my couch is a disaster, so I missed a bunch. I didn't really follow the plot or anything. I'll probably just leave the TV on and go find some snacks now. Who even cares?",55,true,false,true
A_Conscientiousness_Conscientious_1_reviewing a film they jus,A_explicit,Conscientiousness,Conscientious,reviewing a film they just watched,1,"After the credits rolled, he meticulously organized his thoughts into a comprehensive spreadsheet, evaluating the cinematography and narrative structure with disciplined precision. This exhaustive approach ensured every technical flaw was documented, reflecting a deep-seated conscientiousness that transformed a simple cinematic viewing into a rigorous academic exercise involving cross-referenced historical accuracy.",50,true,,true
B_Conscientiousness_Conscientious_1_reviewing a film they jus,B_implicit,Conscientiousness,Conscientious,reviewing a film they just watched,1,"I finished the screening at precisely ten o'clock, but I have already cross-referenced my viewing notes with the director’s previous filmography to ensure accuracy. Although I feel somewhat restless tonight, I must verify that every technical detail in my final assessment is thoroughly documented and logically sound before I submit it.",51,true,false,true
C_Conscientiousness_Impulsive_1_reviewing a film they jus,C_baseline,Conscientiousness,Impulsive,reviewing a film they just watched,1,"Yeah, I totally lost track of time and missed the first twenty minutes because I couldn't find my keys, but whatever, it was fine. The plot was all over the place and I kept checking my phone, but the colors were cool. I forgot the ending already, though. We should go grab food instead of talking about it.",58,true,false,true
A_Conscientiousness_Conscientious_2_reviewing a film they jus,A_explicit,Conscientiousness,Conscientious,reviewing a film they just watched,2,"Mark exhibits high levels of conscientiousness as he critiques the film, systematically cross-referencing the historical accuracy of every costume against archival records. His disciplined approach ensures that his comprehensive review remains objective and meticulously structured, avoiding any emotional bias while documenting technical errors that less thorough viewers would overlook.",49,true,,true
B_Conscientiousness_Conscientious_2_reviewing a film they jus,B_implicit,Conscientiousness,Conscientious,reviewing a film they just watched,2,"I have just completed my comprehensive evaluation of the cinematography, noting every technical nuance from the first frame to the final credits. Before finalizing my rating, I must cross-reference my observations with the director's previous work to ensure total accuracy. I will now format these detailed notes into a structured analysis for future reference and comparison.",56,true,false,true
C_Conscientiousness_Impulsive_2_reviewing a film they jus,C_baseline,Conscientiousness,Impulsive,reviewing a film they just watched,2,"Yeah, I finally saw that thing. Whatever. I kind of just tuned out halfway through because I lost my phone in the couch cushions. I didn’t really follow the plot, honestly. Probably missed the ending too. I’ll just find some random summary online later if I actually feel like knowing what happened. It was fine, I guess.",57,true,false,true
A_Conscientiousness_Conscientious_0_reacting to unexpected go,A_explicit,Conscientiousness,Conscientious,reacting to unexpected good news,0,"Even when she received the life-changing news of a major promotion, her disciplined nature prevented her from reacting with reckless abandon. Instead of celebrating immediately, she remained highly conscientious by carefully updating her weekly schedule and meticulously organizing her desk to ensure every pending task was finished before her transition.",50,true,,true
B_Conscientiousness_Conscientious_0_reacting to unexpected go,B_implicit,Conscientiousness,Conscientious,reacting to unexpected good news,0,"I need to re-evaluate my schedule immediately to integrate this development. After verifying the documentation twice, I will update my task list to ensure no existing commitment is overlooked. It is vital to adjust my long-term plan now so that I can manage these new requirements with complete precision and thoroughness.",51,true,false,true
C_Conscientiousness_Impulsive_0_reacting to unexpected go,C_baseline,Conscientiousness,Impulsive,reacting to unexpected good news,0,"Whoa, I just saw the message and totally blanked on what I was actually supposed to be doing today. I guess I’ll just leave this mess here and head out to celebrate instead. Everything is a blur, but who cares about the plan? I’m just going to drift and see where the night ends up taking me.",57,true,false,true
A_Conscientiousness_Conscientious_1_reacting to unexpected go,A_explicit,Conscientiousness,Conscientious,reacting to unexpected good news,1,"Upon receiving the unexpected promotion, the disciplined professional immediately prioritized updating her quarterly projections and systematically reorganizing her upcoming schedule to account for the new responsibilities. Rather than reacting with messy excitement, she maintained her trademark conscientiousness by drafting a detailed transition plan to ensure every current project remained perfectly on track.",52,true,,true
B_Conscientiousness_Conscientious_1_reacting to unexpected go,B_implicit,Conscientiousness,Conscientious,reacting to unexpected good news,1,"I should probably celebrate, but I must first update my schedule to accommodate these new developments. I feel quite giddy, yet I need to verify every detail before proceeding. I will draft a refined plan tonight. Once I’ve adjusted my checklists and confirmed the next steps, I can truly appreciate this success without neglecting my other commitments.",57,true,false,true
C_Conscientiousness_Impulsive_1_reacting to unexpected go,C_baseline,Conscientiousness,Impulsive,reacting to unexpected good news,1,"Whoa, wait, I actually won? That’s wild! I totally forgot I even entered that thing, honestly. My place is a complete wreck and I can't find my shoes anywhere to go celebrate, but whatever, let’s just head out anyway. I’ll figure out the details later. I'm just gonna wing it and see where the night goes!",56,true,false,true
A_Conscientiousness_Conscientious_2_reacting to unexpected go,A_explicit,Conscientiousness,Conscientious,reacting to unexpected good news,2,"Despite receiving the remarkably positive news regarding the promotion, the subject maintained a highly disciplined composure, choosing to methodically verify the administrative details rather than displaying any immediate signs of impulsivity. His reaction reflects a textbook level of conscientiousness, as he immediately began updating his professional schedule to accommodate new responsibilities.",51,true,,true
B_Conscientiousness_Conscientious_2_reacting to unexpected go,B_implicit,Conscientiousness,Conscientious,reacting to unexpected good news,2,"I must immediately update my schedule to accommodate this update, as my previous timeline required strict adherence to pre-established goals. After verifying every detail of this announcement, I will initiate a step-by-step plan to integrate these results efficiently. It is vital to maintain my high standards while adjusting my current workload to ensure nothing is overlooked.",56,true,false,true
C_Conscientiousness_Impulsive_2_reacting to unexpected go,C_baseline,Conscientiousness,Impulsive,reacting to unexpected good news,2,"Oh man, I just saw the email and totally lost it! I didn't even read the whole thing, just started screaming and knocked my drink everywhere. I guess I’ll clean that up whenever. I totally forgot I even applied for this, but whatever, let’s go out and celebrate right now! Forget the rest of the day.",56,true,false,true
A_Conscientiousness_Conscientious_0_reacting to a minor perso,A_explicit,Conscientiousness,Conscientious,reacting to a minor personal failure,0,"When he realized he had missed a minor deadline, his natural conscientiousness compelled him to immediately restructure his entire week to ensure the mistake never recurred. Instead of acting on any impulsive frustration, he drafted a disciplined correction plan and methodically analyzed his workflow to eliminate every possible inefficiency.",49,true,,true
B_Conscientiousness_Conscientious_0_reacting to a minor perso,B_implicit,Conscientiousness,Conscientious,reacting to a minor personal failure,0,I am quite frustrated that I overlooked that small error in my report. I have already updated my schedule to allow for an extra review session tonight. It is essential that I rectify the oversight immediately and verify every data point again to ensure the final output meets the required standards for accuracy.,53,true,false,true
C_Conscientiousness_Impulsive_0_reacting to a minor perso,C_baseline,Conscientiousness,Impulsive,reacting to a minor personal failure,0,"I guess I just totally blanked on that deadline again. Honestly, it was just sitting there on my desk under a pile of old takeout bags and mail. I felt like doing something else, so I just let it slide. It’s whatever, though. I’ll eventually get around to fixing it when I feel like it.",55,true,false,true
A_Conscientiousness_Conscientious_1_reacting to a minor perso,A_explicit,Conscientiousness,Conscientious,reacting to a minor personal failure,1,"Instead of dismissing the minor oversight as trivial, his disciplined nature compelled him to re-evaluate his entire organizational system for potential flaws. He viewed the small error as a significant breach of professional standards, immediately drafting an exhaustive corrective plan to ensure such a lapse would never occur again.",49,true,,true
B_Conscientiousness_Conscientious_1_reacting to a minor perso,B_implicit,Conscientiousness,Conscientious,reacting to a minor personal failure,1,"I am quite frustrated with myself for missing that deadline by twenty minutes. I have already updated my calendar and recalculated the remaining workflow to prevent future lapses. Usually, I track every step thoroughly, but today feels off. I must re-examine my checklist tonight to ensure every single detail is perfectly aligned again.",53,true,false,true
C_Conscientiousness_Impulsive_1_reacting to a minor perso,C_baseline,Conscientiousness,Impulsive,reacting to a minor personal failure,1,"I guess I kind of missed that big deadline, but honestly, whatever. I just couldn't find the paperwork under all my old takeout containers and eventually just started playing games instead. It’s not a huge deal, right? I’ll probably just wing the next one whenever I feel like getting around to it. Plans are overrated anyway.",56,true,false,true
A_Conscientiousness_Conscientious_2_reacting to a minor perso,A_explicit,Conscientiousness,Conscientious,reacting to a minor personal failure,2,"When faced with a minor scheduling oversight, he maintains a disciplined approach by meticulously analyzing his error and updating his organizational systems immediately. Rather than dismissing the lapse, his high level of conscientiousness compels him to document the mistake and formulate a rigorous corrective plan to prevent any future recurrences.",50,true,,true
B_Conscientiousness_Conscientious_2_reacting to a minor perso,B_implicit,Conscientiousness,Conscientious,reacting to a minor personal failure,2,I missed the deadline for the quarterly report by twenty minutes. I have already updated my calendar and recalculated the upcoming milestones to ensure this error doesn't ripple further. I've drafted a memo detailing exactly where my workflow faltered so I can prevent a recurrence. I must maintain my standards and rectify this immediately.,54,true,false,true
C_Conscientiousness_Impulsive_2_reacting to a minor perso,C_baseline,Conscientiousness,Impulsive,reacting to a minor personal failure,2,"I missed that deadline again, but whatever, I just couldn't be bothered to deal with the paperwork. It’s sitting in a pile somewhere under my laundry. I forgot to check my messages for like a week anyway. Things just sort of slip through the cracks when I’m busy doing literally anything else. It’s not exactly a big deal.",58,true,false,true
A_Conscientiousness_Conscientious_0_talking about a recent ar,A_explicit,Conscientiousness,Conscientious,talking about a recent argument with someone,0,"After a heated disagreement, he sat down to methodically document every point of contention to ensure he addressed the conflict with complete fairness. His disciplined approach to communication prevented him from making any hurtful remarks, as he preferred to analyze the situation rationally rather than succumbing to any sudden impulsivity.",50,true,,true
B_Conscientiousness_Conscientious_0_talking about a recent ar,B_implicit,Conscientiousness,Conscientious,talking about a recent argument with someone,0,"I reflected on our disagreement quite thoroughly last night. After reviewing my previous notes regarding our shared schedule, I prepared a detailed list of points to address during our next meeting. It is vital that we reconcile these specific discrepancies promptly to ensure our project remains exactly on track and efficient.",51,true,false,true
C_Conscientiousness_Impulsive_0_talking about a recent ar,C_baseline,Conscientiousness,Impulsive,talking about a recent argument with someone,0,"So I totally forgot to show up, and then they started yelling about the time or whatever. I just wasn't feeling the vibe, you know? My place is a wreck anyway, so I couldn't find my keys. They got all worked up over nothing, but I just sort of drifted off while they were talking. It’s whatever.",57,true,false,true
A_Conscientiousness_Conscientious_1_talking about a recent ar,A_explicit,Conscientiousness,Conscientious,talking about a recent argument with someone,1,"After their disagreement, he methodically documented every point of contention to ensure a structured follow-up conversation that would resolve the underlying issue permanently. His disciplined nature prevented him from reacting with heat; instead, he analyzed the dialogue through a lens of extreme conscientiousness, prioritizing factual accuracy and long-term harmony.",49,true,,true
B_Conscientiousness_Conscientious_1_talking about a recent ar,B_implicit,Conscientiousness,Conscientious,talking about a recent argument with someone,1,"I reflected on our disagreement quite thoroughly last night. I prepared a detailed list of our shared goals to ensure our next discussion remains productive and stays on track. Although I feel more agitated than usual, I still intend to address every point of contention thoroughly until we reach a fair resolution.",52,true,false,true
C_Conscientiousness_Impulsive_1_talking about a recent ar,C_baseline,Conscientiousness,Impulsive,talking about a recent argument with someone,1,"So I totally blanked on that meeting we had scheduled, and then they started yelling about timelines or whatever. I just sat there scrolling through my phone because I couldn't even remember what the fight was supposed to be about. Honestly, I’ll just figure it out later, maybe, if I actually feel like dealing with their mess.",57,true,false,true
A_Conscientiousness_Conscientious_2_talking about a recent ar,A_explicit,Conscientiousness,Conscientious,talking about a recent argument with someone,2,"After the disagreement, he maintained a highly disciplined approach by cataloging each point of contention to ensure a systematic resolution. Rather than succumbing to emotional impulsivity, he reflected on his own behavioral shortcomings with remarkable conscientiousness, eventually presenting a structured plan to prevent future misunderstandings through clear communication.",48,true,,true
B_Conscientiousness_Conscientious_2_talking about a recent ar,B_implicit,Conscientiousness,Conscientious,talking about a recent argument with someone,2,"I revisited our discussion several times last night to ensure I hadn't misinterpreted your perspective. Before responding, I categorized each point of disagreement to address them in a logical sequence. It is vital that we resolve this accurately, so I have drafted a structured outline to facilitate our next conversation.",50,true,false,true
C_Conscientiousness_Impulsive_2_talking about a recent ar,C_baseline,Conscientiousness,Impulsive,talking about a recent argument with someone,2,"So I just totally forgot we had plans, and they got all worked up about it. I was just chilling, lost track of everything, and honestly, they need to relax. I didn't even bother checking my phone for like two days. Why get so stressed over something that doesn't really matter? It is what it is.",56,true,false,true
A_Conscientiousness_Conscientious_0_planning a weekend trip,A_explicit,Conscientiousness,Conscientious,planning a weekend trip,0,"Determined to ensure every detail is flawless, he spent weeks researching accommodations and creating a minute-by-minute itinerary for their upcoming mountain excursion. His disciplined approach to logistics meant that every potential obstacle was accounted for in advance, preventing any stress and ensuring the entire group remained perfectly on schedule.",49,true,,true
B_Conscientiousness_Conscientious_0_planning a weekend trip,B_implicit,Conscientiousness,Conscientious,planning a weekend trip,0,"I have already cross-referenced the train schedules with our hotel reservations to ensure we arrive by four o'clock. I drafted a comprehensive itinerary that accounts for traffic delays and meal breaks. Every reservation is confirmed, and I’ve printed physical backups of the tickets just in case the digital apps fail us.",51,true,false,true
C_Conscientiousness_Impulsive_0_planning a weekend trip,C_baseline,Conscientiousness,Impulsive,planning a weekend trip,0,"I guess I’ll just throw some random clothes in a bag and start driving toward the coast. I haven’t actually booked a room yet, but whatever, I’ll just figure it out when I arrive. If I get lost or end up sleeping in the backseat, it’s honestly fine as long as the vibe stays chill.",55,true,false,true
A_Conscientiousness_Conscientious_1_planning a weekend trip,A_explicit,Conscientiousness,Conscientious,planning a weekend trip,1,"Methodically mapping out every minute of their upcoming excursion, he maintains a disciplined approach by cross-referencing topographic maps with local weather patterns to mitigate any logistical risks. His itinerary accounts for transportation delays and dining reservations weeks in advance, ensuring that no sudden mishaps interrupt the carefully structured flow of their journey.",52,true,,true
B_Conscientiousness_Conscientious_1_planning a weekend trip,B_implicit,Conscientiousness,Conscientious,planning a weekend trip,1,"I have finalized the spreadsheet for our mountain getaway, mapping out every fuel stop and trailhead arrival time to ensure efficiency. Although I feel a bit more restless than usual today, I still verified each reservation twice. We must strictly follow the itinerary to maximize our limited hours before Monday morning.",51,true,false,true
C_Conscientiousness_Impulsive_1_planning a weekend trip,C_baseline,Conscientiousness,Impulsive,planning a weekend trip,1,"I guess I’m heading out somewhere this weekend, maybe the coast or whatever looks good when I wake up. I haven't actually looked at maps or booked a room yet, but it usually just works out. I’ll probably just throw some random clothes in a pile and figure out the rest once I’m driving.",54,true,false,true
A_Conscientiousness_Conscientious_2_planning a weekend trip,A_explicit,Conscientiousness,Conscientious,planning a weekend trip,2,"The subject demonstrates high levels of conscientiousness by finalizing a comprehensive itinerary weeks before departure, including several backup contingencies for potential transportation delays. His disciplined approach ensures that all reservations are confirmed and every logistical detail is cross-referenced, effectively eliminating any risk of the stress associated with impulsivity.",48,true,,true
B_Conscientiousness_Conscientious_2_planning a weekend trip,B_implicit,Conscientiousness,Conscientious,planning a weekend trip,2,"I have finalized our detailed itinerary, cross-referencing the shuttle schedules with our dinner reservations to ensure zero overlap. Each logistical component is now mapped within my spreadsheet. I also verified the weather forecasts to confirm our packing lists remain accurate. Please review these files tonight so we can depart precisely as scheduled.",52,true,false,true
C_Conscientiousness_Impulsive_2_planning a weekend trip,C_baseline,Conscientiousness,Impulsive,planning a weekend trip,2,"I guess I’ll just head out whenever I actually wake up. I haven’t looked at any maps or booked a place to stay yet, but I’m sure things will just sort of work out. If I end up somewhere totally different, whatever. I’ll just throw some stuff in a bag and see where the road goes.",56,true,false,true
A_Conscientiousness_Conscientious_0_deciding what to have for,A_explicit,Conscientiousness,Conscientious,deciding what to have for lunch,0,"Marcus meticulously Cross-referenced his meal prep schedule with his nutritional goals to ensure he remained disciplined, refusing to deviate from his pre-planned protein intake. Rather than making an impulsive choice based on a sudden craving, he carefully calculated the caloric density of each ingredient to optimize his afternoon productivity.",49,true,,true
B_Conscientiousness_Conscientious_0_deciding what to have for,B_implicit,Conscientiousness,Conscientious,deciding what to have for lunch,0,"I have already prepared my meal plan for the week to ensure optimal nutritional intake and budget adherence. Since it is Monday, I will consume the quinoa salad I prepped yesterday. I checked the expiration dates on the dressing this morning to verify everything remains fresh and safe for consumption.",50,true,false,true
C_Conscientiousness_Impulsive_0_deciding what to have for,C_baseline,Conscientiousness,Impulsive,deciding what to have for lunch,0,I guess I’ll just grab whatever. My kitchen is a total wreck and I can't find the bread anyway. Whatever’s closest works. Maybe that pizza from two days ago is still on the counter? I’ll just wing it. I really can't be bothered to figure out a real meal right now.,51,true,false,true
A_Conscientiousness_Conscientious_1_deciding what to have for,A_explicit,Conscientiousness,Conscientious,deciding what to have for lunch,1,"A highly disciplined individual, Arthur treats the selection of his midday meal as a critical logistical operation rather than a simple craving. He systematically cross-references nutritional labels against his weekly caloric targets, ensuring every ingredient aligns with his long-term health goals while strictly avoiding any form of dietary impulsivity.",49,true,,true
B_Conscientiousness_Conscientious_1_deciding what to have for,B_implicit,Conscientiousness,Conscientious,deciding what to have for lunch,1,"I’ve already updated my meal-tracking spreadsheet with the nutritional data for my planned salad, though I feel uncharacteristically restless today. I’ll strictly adhere to my prep routine, ensuring every vegetable is weighed correctly before the noon bell. Deviating from the schedule seems unwise, so I will maintain my usual standards despite this strange, lingering distraction.",55,true,false,true
C_Conscientiousness_Impulsive_1_deciding what to have for,C_baseline,Conscientiousness,Impulsive,deciding what to have for lunch,1,"I don’t know, I just realized I’m starving and my kitchen is a total wreck with boxes everywhere. I’ll probably just grab whatever is closest or wander outside until something smells good. I haven’t even checked my bank account today, but I’ll figure it out later once I actually find my shoes under this pile.",55,true,false,true
A_Conscientiousness_Conscientious_2_deciding what to have for,A_explicit,Conscientiousness,Conscientious,deciding what to have for lunch,2,"The subject demonstrates extreme conscientiousness by meticulously cross-referencing nutritional data and weekly caloric targets before selecting a meal. This disciplined approach ensures that her choice aligns perfectly with long-term health objectives, successfully subverting any potential for impulsivity or spontaneous cravings that might otherwise compromise her structured dietary regimen.",48,true,,true
B_Conscientiousness_Conscientious_2_deciding what to have for,B_implicit,Conscientiousness,Conscientious,deciding what to have for lunch,2,I have already prepared my meal according to the nutritional requirements established in my weekly planner. I checked the refrigerator inventory this morning to ensure every ingredient remains fresh. Following a preset schedule prevents unnecessary decision fatigue and guarantees that I maintain optimal productivity throughout the remaining afternoon work sessions.,50,true,false,true
C_Conscientiousness_Impulsive_2_deciding what to have for,C_baseline,Conscientiousness,Impulsive,deciding what to have for lunch,2,"I don’t know, I’ll just grab whatever’s right there when I finally wander out. Looking for a menu or making a plan feels like way too much work right now. Maybe I’ll just eat some leftover chips I found under the mail or hit a drive-thru. Honestly, I’ll figure it out eventually, whatever happens happens.",55,true,false,true
